Nombre,Composición por 100g de Porción Comestible,Composition per 100g Edible Portion,P. comestible  por 1g,Edible P. per 1g,Energía kcal,kcal energy,Agua g,g water,Alcohol g,Alcohol g,Proteínas g,g proteins,H. de Carbono g,Carbon H. g,Almidón g,Starch g,Azúcares  sencillos g,Simple sugars g,Azúcares libres g,free sugars g,Fibra vegetal g,Vegetable fiber g,Grasa total g,Total fat g,AGS g,AGS g,AGM g,AGM g,AGP g,AGP g,Colesterol mg,Cholesterol mg,Vitamina A (Eq. de Retinol) µg,Vitamin A (Retinol Eq.) µg,Retinol µg,Retinol µg,Carotenoides (Eq. ß-caroteno)  µg,Carotenoids (Eq. ß-carotene) µg,Vit. D µg,Vit. D µg,Vit. E (Eq. a-tocoferol) mg,Vit. E (Eq. a-tocopherol) mg,Vit. K µg,Vit. K µg,Vitamina B1  mg,Vitamin B1 mg,Vitamina B2  mg,Vitamin B2 mg,Equivalentes de Niacina  mg,Niacin mg equivalents,Vit. B6  mg,Vit. B6mg,Eq. Folato dietético  µg,Eq. Dietary folate µg,Vit. B12  µg,Vit. B12 µg,Pantoténico  mg,Pantothenic mg,Biotina  µg,Biotin µg,Vit. C  mg,Vit. Cmg,Calcio  mg,Calcium mg,Fósforo  mg,Phosphorus mg,Hierro  mg,Iron mg,Iodo  µg,Iodine µg,Cinc  mg,Zinc mg,Magnesio  mg,Magnesium mg,Sodio  mg,Sodium mg,Potasio  mg,Potassium mg,Manganeso  mg,Manganese mg,Cobre  mg,Copper mg,Selenio  µg,Selenium µg
40125,Melocotón,Peach,"0,9",0.9,"50,8",50.8,"86,6",86.6,0,0,1,1,"10,3",10.3,0,0,"10,3",10.3,0,0,"1,9",1.9,"0,2",0.2,18,18,61,61,79,79,0,0,"17,7",17.7,0,0,106,106,0,0,"0,57",0.57,"2,3",23,"0,02",0.02,"0,04",0.04,1,1,"0,02",0.02,"2,7",2.7,0,0,"0,17",0.17,"1,9",1.9,"8,9",8.9,8,8,21,21,"0,42",0.42,"2,4",2.4,"0,09",0.09,"8,8",8.8,"1,3",1.3,194,194,"0,1",0.1,67,67,"1,2",1.2
40126,Melón,Melon,"0,66",0.66,"55,5",55.5,"85,9",85.9,0,0,"0,88",0.88,"12,4",12.4,0,0,"12,4",12.4,0,0,"0,73",0.73,"0,1",0.1,26,26,13,13,15,15,0,0,112,112,0,0,671,671,0,0,"0,14",0.14,"0,52",0.52,"0,05",0.05,"0,01",0.01,"0,66",0.66,"0,06",0.06,"2,7",2.7,0,0,"0,13",0.13,___,___,"32,1",32.1,"15,6",15.6,17,17,"0,35",0.35,"0,55",0.55,"0,29",0.29,"11,8",11.8,17,17,310,310,43,43,46,46,"0,5",0.5
40127,Membrillo,Quince,"0,65",0.65,"47,3",47.3,"85,8",85.8,0,0,"0,44",0.44,"7,3",7.3,Tr.,Tr.,"7,3",7.3,0,0,"5,9",5.9,"0,5",0.5,37,37,"0,15",0.15,"0,2",0.2,0,0,"5,5",5.5,0,0,33,33,0,0,"0,89",0.89,___,___,"0,03",0.03,"0,03",0.03,"0,2",0.2,"0,04",0.04,3,3,0,0,81,81,___,___,13,13,10,10,19,19,"0,6",0.6,___,___,"0,2",0.2,"8,2",8.2,2,2,183,183,"0,02",0.02,"0,1",0.1,"0,6",0.6
40128,Mora,Blackberry,1,1,45,45,"88,4",88.4,0,0,"1,2",1.2,"6,2",6.2,0,0,"6,2",6.2,0,0,"3,2",3.2,1,1,Tr.,Tr.,"0,4",0.4,"0,4",0.4,0,0,45,45,0,0,270,270,0,0,"0,72",0.72,10,10,"0,03",0.03,"0,04",0.04,"0,6",0.6,"0,05",0.05,34,34,0,0,"0,22",0.22,"0,4",0.4,17,17,44,44,30,30,"0,9",0.9,"0,4",0.4,"0,19",0.19,30,30,"2,4",2.4,190,190,"0,89",0.89,"0,11",0.11,Tr.,Tr.
40129,Naranja,Orange,"0,7",0.7,"45,5",45.5,"87,7",87.7,0,0,"0,87",0.87,"8,9",8.9,0,0,"8,9",8.9,0,0,"2,3",23,"0,2",0.2,28,28,55,55,76,76,0,0,"33,5",33.5,0,0,201,201,0,0,"0,81",0.81,"3,8",3.8,"0,08",0.08,"0,04",0.04,"0,48",0.48,"0,06",0.06,"38,7",38.7,0,0,"0,37",0.37,1,1,"50,6",50.6,41,41,20,20,"0,49",0.49,"2,1",2.1,"0,15",0.15,"15,2",15.2,"1,4",1.4,165,165,35,35,53,53,"1,2",1.2
40130,Nectarina,Nectarine,"0,9",0.9,"49,7",49.7,"86,6",86.6,0,0,"0,9",0.9,"10,2",10.2,Tr.,Tr.,"10,2",10.2,0,0,"2,2",2.2,"0,1",0.1,11,11,33,33,49,49,0,0,"8,7",8.7,0,0,52,52,0,0,"0,5",0.5,3,3,"0,02",0.02,"0,04",0.04,"0,8",0.8,"0,03",0.03,9,9,0,0,"0,16",0.16,"0,2",0.2,37,37,7,7,22,22,"0,4",0.4,3,3,"0,1",0.1,10,10,1,1,170,170,"0,1",0.1,"0,06",0.06,1,1
40131,Níspero,Medlar,"0,62",0.62,"42,6",42.6,"88,6",88.6,0,0,"0,56",0.56,"8,6",8.6,0,0,"8,6",8.6,0,0,"2,1",2.1,"0,2",0.2,43,43,91,91,"0,1",0.1,0,0,133,133,0,0,800,800,0,0,"0,89",0.89,"3,3",3.3,"0,02",0.02,"0,03",0.03,"0,35",0.35,"0,02",0.02,23,23,0,0,"0,27",0.27,___,___,4,4,19,19,23,23,"0,3",0.3,1,1,"0,05",0.05,10,10,4,4,263,263,"0,15",0.15,"0,04",0.04,"0,5",0.5
40132,Papaya,Papaya,"0,72",0.72,35,35,"90,4",90.4,0,0,"0,5",0.5,"7,1",7.1,0,0,"7,1",7.1,0,0,"1,9",1.9,"0,09",0.09,27,27,25,25,"0,02",0.02,0,0,153,153,0,0,915,915,0,0,"1,1",1.1,"2,6",2.6,"0,03",0.03,39,39,"0,41",0.41,"0,03",0.03,38,38,0,0,"0,22",0.22,___,___,80,80,21,21,13,13,"0,42",0.42,1,1,"0,16",0.16,11,11,3,3,200,200,23,23,32,32,"0,6",0.6
40133,Pera,Pear,"0,91",0.91,"49,4",49.4,"86,7",86.7,0,0,"0,43",0.43,"10,6",10.6,0,0,"10,6",10.6,0,0,"2,2",2.2,"0,1",0.1,14,14,22,22,44,44,0,0,"2,7",2.7,0,0,"16,2",16.2,0,0,"0,89",0.89,"4,9",4.9,"0,02",0.02,"0,03",0.03,"0,2",0.2,"0,02",0.02,3,3,0,0,62,62,"0,1",0.1,"5,2",5.2,"9,6",9.6,13,13,"0,3",0.3,"2,1",2.1,"0,23",0.23,"8,4",8.4,"2,1",2.1,116,116,59,59,77,77,"0,59",0.59
40134,Piña,Pineapple,"0,57",0.57,"50,8",50.8,"86,9",86.9,0,0,"0,44",0.44,"10,4",10.4,0,0,"10,4",10.4,0,0,"1,9",1.9,"0,4",0.4,0,0,"0,1",0.1,"0,1",0.1,0,0,"6,1",6.1,0,0,"36,8",36.8,0,0,"0,13",0.13,"0,1",0.1,"0,08",0.08,"0,03",0.03,"0,39",0.39,76,76,5,5,0,0,"0,16",0.16,"0,3",0.3,15,15,"14,5",14.5,10,10,"0,41",0.41,"4,3",4.3,"0,13",0.13,"16,9",16.9,"2,1",2.1,175,175,"0,32",0.32,61,61,"0,55",0.55
40135,Plátano,Banana,"0,66",0.66,"95,2",95.2,"75,3",75.3,0,0,"1,1",1.1,"20,8",20.8,"3,2",3.2,"17,6",17.6,0,0,"2,6",2.6,"0,27",0.27,"0,12",0.12,"0,04",0.04,"0,09",0.09,0,0,38,38,0,0,228,228,0,0,"0,23",0.23,"0,26",0.26,"0,05",0.05,"0,07",0.07,"0,98",0.98,"0,36",0.36,20,20,0,0,"0,23",0.23,"2,6",2.6,"11,5",11.5,"7,3",7.3,23,23,"0,59",0.59,"2,4",2.4,"0,21",0.21,"36,4",36.4,1,1,370,370,"0,29",0.29,"0,11",0.11,"1,4",1.4
40136,Plátano macho o hartón,Plantain or hartón,1,1,141,141,"64,1",64.1,0,0,"1,3",1.3,"31,9",31.9,"16,9",16.9,15,15,0,0,"2,3",23,"0,37",0.37,"0,14",0.14,32,32,69,69,0,0,149,149,0,0,895,895,0,0,"0,14",0.14,___,___,52,52,54,54,"0,69",0.69,"0,3",0.3,22,22,0,0,___,___,___,___,"18,4",18.4,3,3,34,34,"0,6",0.6,___,___,"0,14",0.14,37,37,4,4,499,499,___,___,___,___,"1,5",1.5
40137,Pomelo,Grapefruit,"0,68",0.68,"36,7",36.7,"90,2",90.2,0,0,"0,63",0.63,"7,4",7.4,0,0,"7,4",7.4,0,0,"1,6",1.6,"0,15",0.15,35,35,29,29,56,56,0,0,219,219,0,0,1313,1313,0,0,"0,3",0.3,0,0,48,48,24,24,"0,37",0.37,"0,03",0.03,14,14,0,0,"0,27",0.27,"0,35",0.35,36,36,23,23,16,16,"0,17",0.17,"1,3",1.3,66,66,"9,6",9.6,"1,1",1.1,148,148,26,26,37,37,1,1
40138,Sandia,Watermelon,"0,56",0.56,"28,4",28.4,"93,1",93.1,0,0,"0,63",0.63,"5,6",5.6,0,0,"5,6",5.6,0,0,"0,4",0.4,"0,3",0.3,"0,1",0.1,0,0,"0,1",0.1,0,0,"35,4",35.4,0,0,212,212,0,0,"0,11",0.11,"0,2",0.2,"0,03",0.03,"0,03",0.03,"0,24",0.24,"0,07",0.07,"4,6",4.6,0,0,"0,21",0.21,1,1,"6,3",6.3,"6,7",6.7,9,9,"0,29",0.29,"1,5",1.5,"0,19",0.19,"9,2",9.2,2,2,100,100,35,35,29,29,"0,4",0.4
40139,"Tamarindo, pulpa","Tamarind, pulp",1,1,277,277,29,29,0,0,"2,8",2.8,"62,5",62.5,"5,1",5.1,"57,4",57.4,0,0,"5,1",5.1,"0,6",0.6,"0,27",0.27,"0,18",0.18,"0,06",0.06,0,0,2,2,0,0,12,12,0,0,"0,1",0.1,___,___,"0,43",0.43,"0,15",0.15,"1,9",1.9,"0,07",0.07,14,14,0,0,___,___,___,___,"3,5",3.5,74,74,113,113,"2,8",2.8,___,___,"0,1",0.1,92,92,28,28,628,628,___,___,___,___,"1,3",1.3
40140,Uva blanca,white grape,"0,94",0.94,"70,3",70.3,"82,2",82.2,0,0,"0,72",0.72,"16,1",16.1,0,0,"16,1",16.1,0,0,"0,8",0.8,"0,16",0.16,54,54,7,7,48,48,0,0,"6,6",6.6,0,0,"39,5",39.5,0,0,"0,94",0.94,"14,6",14.6,"0,05",0.05,"0,03",0.03,"0,37",0.37,"0,11",0.11,20,20,0,0,"0,05",0.05,___,___,3,3,17,17,22,22,"0,6",0.6,2,2,"0,2",0.2,10,10,2,2,250,250,"0,07",0.07,"0,13",0.13,"0,1",0.1
40141,Uva negra,black grape,"0,94",0.94,"67,1",67.1,"83,2",83.2,0,0,"0,72",0.72,"15,5",15.5,0,0,"15,5",15.5,0,0,"0,4",0.4,"0,16",0.16,54,54,7,7,48,48,0,0,"6,6",6.6,0,0,"39,5",39.5,0,0,"0,7",0.7,"14,6",14.6,"0,04",0.04,"0,02",0.02,"0,37",0.37,"0,16",0.16,27,27,0,0,"0,05",0.05,___,___,4,4,4,4,16,16,"0,3",0.3,2,2,"0,6",0.6,4,4,2,2,320,320,"0,07",0.07,"0,13",0.13,"0,1",0.1
40201,Albaricoque seco (orejones),Dried apricot (dried apricots),1,1,283,283,"26,2",26.2,0,0,"3,4",3.4,"62,6",62.6,"0,35",0.35,"53,4",53.4,0,0,"7,3",7.3,"0,51",0.51,17,17,74,74,74,74,0,0,361,361,0,0,2163,2163,0,0,"4,3",4.3,"3,1",3.1,15,15,74,74,"2,9",2.9,"0,14",0.14,10,10,0,0,"0,52",0.52,___,___,1,1,55,55,71,71,"2,7",2.7,1,1,"0,39",0.39,32,32,10,10,1162,1162,"0,24",0.24,"0,34",0.34,"2,2",2.2
40202,Ciruela seca,dried plum,"0,84",0.84,219,219,35,35,0,0,"2,2",2.2,"42,4",42.4,0,0,"42,4",42.4,0,0,"17,8",17.8,"0,52",0.52,41,41,"0,34",0.34,"0,11",0.11,0,0,"78,2",78.2,0,0,469,469,0,0,"2,3",23,"59,5",59.5,"0,15",0.15,"0,12",0.12,"1,9",1.9,"0,15",0.15,4,4,0,0,"0,46",0.46,___,___,2,2,41,41,73,73,"2,3",23,1,1,"0,4",0.4,27,27,8,8,824,824,"0,22",0.22,"0,4",0.4,"2,7",2.7
40203,Coco rallado,grated coconut,1,1,633,633,"12,3",12.3,0,0,"5,6",5.6,"6,4",6.4,0,0,"6,4",6.4,0,0,"13,7",13.7,62,62,"53,4",53.4,"3,5",3.5,"1,5",1.5,0,0,0,0,0,0,0,0,0,0,"1,3",1.3,"0,3",0.3,"0,03",0.03,"0,05",0.05,2,2,"0,09",0.09,9,9,0,0,"0,5",0.5,___,___,1,1,23,23,160,160,"3,6",3.6,3,3,"0,9",0.9,90,90,28,28,660,660,"1,8",1.8,"0,55",0.55,3,3
40204,Dátil,Date,"0,84",0.84,289,289,"23,9",23.9,0,0,"1,9",1.9,"65,1",65.1,0,0,"65,1",65.1,0,0,"8,7",8.7,"0,45",0.45,"0,15",0.15,"0,15",0.15,"0,03",0.03,0,0,"5,7",5.7,0,0,34,34,0,0,"0,05",0.05,"2,7",2.7,"0,06",0.06,"0,08",0.08,"2,3",23,"0,16",0.16,21,21,0,0,"0,8",0.8,___,___,3,3,63,63,57,57,"1,9",1.9,1,1,"0,3",0.3,50,50,8,8,650,650,"0,15",0.15,"0,29",0.29,3,3
40205,Higo seco,dried fig,1,1,272,272,"24,7",24.7,0,0,"3,6",3.6,"55,1",55.1,0,0,"55,1",55.1,0,0,"12,9",12.9,"1,3",1.3,"0,26",0.26,"0,29",0.29,"0,62",0.62,0,0,"8,5",8.5,0,0,51,51,0,0,"0,35",0.35,"15,6",15.6,"0,12",0.12,85,85,"1,5",1.5,"0,12",0.12,14,14,0,0,"0,39",0.39,___,___,"2,5",2.5,193,193,89,89,"3,3",3.3,4,4,"0,9",0.9,70,70,40,40,850,850,"0,35",0.35,"0,38",0.38,"5,6",5.6
40206,Melocotón seco (orejones),Dried peach (dried peaches),1,1,257,257,"27,2",27.2,0,0,3,3,"53,2",53.2,0,0,"53,2",53.2,0,0,"12,8",12.8,"0,76",0.76,82,82,"0,28",0.28,"0,37",0.37,0,0,"83,3",83.3,0,0,500,500,0,0,"0,19",0.19,"15,7",15.7,"0,01",0.01,"0,14",0.14,"4,5",4.5,"0,15",0.15,14,14,0,0,"0,56",0.56,___,___,17,17,44,44,126,126,"6,9",6.9,1,1,"0,8",0.8,54,54,9,9,1340,1340,"0,31",0.31,"0,63",0.63,"0,5",0.5
40207,Pasa,Happens,1,1,305,305,"21,2",21.2,0,0,"2,5",2.5,"69,3",69.3,0,0,"69,3",69.3,0,0,"6,5",6.5,"0,5",0.5,"0,16",0.16,"0,14",0.14,"0,14",0.14,0,0,5,5,0,0,30,30,0,0,"0,12",0.12,"3,5",3.5,"0,12",0.12,55,55,"0,68",0.68,"0,25",0.25,10,10,0,0,"0,15",0.15,2,2,1,1,80,80,111,111,"2,3",23,2,2,"0,25",0.25,41,41,21,21,782,782,"0,46",0.46,"0,37",0.37,"7,3",7.3
40301,Almendra con cascara,shelled almond,"0,4",0.4,610,610,"5,7",5.7,0,0,"18,7",18.7,"5,4",5.4,"2,1",2.1,"3,3",3.3,0,0,"13,5",13.5,"54,1",54.1,"4,1",4.1,"33,1",33.1,"12,9",12.9,0,0,20,20,0,0,120,120,0,0,"26,2",26.2,3,3,"0,22",0.22,"0,62",0.62,"5,5",5.5,"0,16",0.16,45,45,0,0,"0,44",0.44,64,64,0,0,252,252,454,454,"4,1",4.1,2,2,"3,2",3.2,270,270,14,14,835,835,"1,9",1.9,"0,85",0.85,"3,5",3.5
40302,Almendra frita salada sin cascara,Salted fried almonds without shell,1,1,618,618,7,7,0,0,19,19,"3,8",3.8,"0,2",0.2,"3,6",3.6,0,0,15,15,"55,2",55.2,"4,2",4.2,"34,8",34.8,"13,5",13.5,0,0,"0,17",0.17,0,0,1,1,0,0,"26,2",26.2,0,0,"0,23",0.23,"0,75",0.75,"5,3",5.3,"0,08",0.08,45,45,0,0,"0,23",0.23,___,___,0,0,250,250,470,470,"4,2",4.2,1,1,"3,2",3.2,250,250,400,400,800,800,"2,5",2.5,"0,96",0.96,"4,4",4.4
40303,Almendra sin cascara,Shelled almond,1,1,610,610,"5,7",5.7,0,0,"18,7",18.7,"5,4",5.4,"2,1",2.1,"3,3",3.3,0,0,"13,5",13.5,"54,1",54.1,"4,1",4.1,"33,1",33.1,"12,9",12.9,0,0,20,20,0,0,120,120,0,0,"26,2",26.2,0,0,"0,22",0.22,"0,62",0.62,"5,5",5.5,"0,16",0.16,45,45,0,0,"0,44",0.44,64,64,0,0,252,252,454,454,"4,1",4.1,2,2,"3,2",3.2,270,270,14,14,835,835,"1,9",1.9,"0,85",0.85,"3,5",3.5
40304,Almendra tostada sin cascara,Roasted shelled almonds,1,1,633,633,"1,1",1.1,0,0,"22,9",22.9,"9,7",9.7,"3,5",3.5,"4,2",4.2,0,0,"13,4",13.4,"52,9",52.9,4,4,"33,7",33.7,"12,6",12.6,0,0,1,1,0,0,6,6,0,0,"26,3",26.3,0,0,"0,13",0.13,"0,57",0.57,"5,9",5.9,"0,09",0.09,36,36,0,0,"0,23",0.23,___,___,0,0,240,240,560,560,"3,1",3.1,2,2,"3,3",3.3,270,270,14,14,790,790,"2,6",2.6,"4,4",4.4,"1,2",1.2
40305,Anacardo,Cashew,1,1,578,578,"4,4",4.4,0,0,"17,5",17.5,"30,5",30.5,"24,4",24.4,"6,1",6.1,0,0,"2,9",2.9,"42,2",42.2,"8,8",8.8,"24,6",24.6,"7,4",7.4,0,0,10,10,0,0,60,60,0,0,"0,78",0.78,26,26,"0,63",0.63,"0,26",0.26,7,7,"0,42",0.42,25,25,0,0,"1,2",1.2,___,___,"0,5",0.5,31,31,373,373,"2,8",2.8,10,10,"2,1",2.1,267,267,14,14,552,552,"0,84",0.84,"3,7",3.7,"19,9",19.9
40306,Avellana con cascara,Hazelnut with shell,"0,61",0.61,661,661,"5,3",5.3,0,0,12,12,"10,5",10.5,"3,4",3.4,"7,1",7.1,0,0,"8,2",8.2,"61,6",61.6,"4,1",4.1,"45,9",45.9,"8,6",8.6,0,0,"4,8",4.8,0,0,29,29,0,0,"26,2",26.2,9,9,"0,39",0.39,"0,21",0.21,"3,8",3.8,"0,59",0.59,71,71,0,0,"1,2",1.2,76,76,3,3,226,226,333,333,"3,8",3.8,"1,5",1.5,"2,1",2.1,156,156,6,6,636,636,"5,7",5.7,"1,3",1.3,"4,5",4.5
40307,Avellana sin cascara,Hazelnut without shell,1,1,661,661,"5,3",5.3,0,0,12,12,"10,5",10.5,"3,4",3.4,"7,1",7.1,0,0,"8,2",8.2,"61,6",61.6,"4,1",4.1,"45,9",45.9,"8,6",8.6,0,0,"4,8",4.8,0,0,29,29,0,0,"26,2",26.2,9,9,"0,39",0.39,"0,21",0.21,"3,8",3.8,"0,59",0.59,71,71,0,0,"1,2",1.2,76,76,3,3,226,226,333,333,"3,8",3.8,"1,5",1.5,"2,1",2.1,156,156,6,6,636,636,"5,7",5.7,"1,3",1.3,"4,5",4.5
40308,Cacahuete con cascara,Peanut in shell,"0,71",0.71,563,563,"10,8",10.8,0,0,"25,2",25.2,"7,9",7.9,"3,9",3.9,4,4,0,0,"8,1",8.1,46,46,"8,7",8.7,22,22,"13,2",13.2,0,0,"0,33",0.33,0,0,2,2,0,0,"10,9",10.9,2,2,"0,9",0.9,"0,16",0.16,"18,4",18.4,"0,44",0.44,110,110,0,0,"2,7",2.7,"3,4",3.4,0,0,60,60,430,430,"2,5",2.5,13,13,"3,5",3.5,210,210,2,2,670,670,"1,6",1.6,"0,76",0.76,"7,2",7.2
40309,Cacahuete frito salado sin cascara,Fried salted peanut without shell,1,1,627,627,"1,7",1.7,0,0,"24,5",24.5,"8,9",8.9,4,4,"4,9",4.9,0,0,"8,4",8.4,53,53,"9,5",9.5,"24,2",24.2,"16,5",16.5,0,0,0,0,0,0,0,0,0,0,"7,4",7.4,26,26,"0,18",0.18,"0,1",0.1,"17,5",17.5,"0,3",0.3,52,52,0,0,"1,7",1.7,107,107,0,0,37,37,410,410,"1,3",1.3,19,19,"2,9",2.9,180,180,400,400,810,810,119,119,"0,54",0.54,4,4
40310,Cacahuete sin cascara,Shelled peanut,1,1,563,563,"10,6",10.6,0,0,"25,2",25.2,"7,9",7.9,"3,9",3.9,4,4,0,0,"8,1",8.1,46,46,"8,7",8.7,22,22,"13,2",13.2,0,0,"0,33",0.33,0,0,2,2,0,0,"10,9",10.9,26,26,"0,9",0.9,"0,16",0.16,"18,4",18.4,"0,44",0.44,110,110,0,0,"2,7",2.7,"3,4",3.4,0,0,60,60,430,430,"2,5",2.5,13,13,"3,5",3.5,210,210,2,2,670,670,"1,6",1.6,"0,76",0.76,"7,2",7.2
40311,Cacahuete tostado y salado sin cascara,Roasted and salted peanuts without shell,1,1,615,615,"4,5",4.5,0,0,"23,9",23.9,14,14,"9,8",9.8,"4,2",4.2,0,0,8,8,"49,7",49.7,"6,9",6.9,"24,6",24.6,"15,7",15.7,0,0,0,0,0,0,0,0,0,0,"7,8",7.8,0,0,"0,44",0.44,98,98,"17,3",17.3,"0,26",0.26,145,145,0,0,"1,4",1.4,___,___,0,0,54,54,358,358,"2,3",23,13,13,"3,3",3.3,176,176,813,813,658,658,"2,1",2.1,"0,67",0.67,"7,5",7.5
40312,Castaña,Chestnut,"0,82",0.82,190,190,52,52,0,0,"2,7",2.7,"36,5",36.5,"24,2",24.2,"12,3",12.3,0,0,"6,7",6.7,"2,2",2.2,"0,4",0.4,"0,6",0.6,"0,6",0.6,0,0,4,4,0,0,24,24,0,0,"1,2",1.2,"11,2",11.2,"0,18",0.18,"0,23",0.23,"0,95",0.95,"0,32",0.32,"12,4",12.4,0,0,"0,49",0.49,"1,5",1.5,"17,2",17.2,"36,5",36.5,74,74,"1,6",1.6,"0,02",0.02,"2,4",2.4,"34,3",34.3,11,11,500,500,"0,5",0.5,"0,23",0.23,"1,8",1.8
40313,Castaña asada,roasted chestnut,"0,9",0.9,237,237,"43,9",43.9,0,0,4,4,"39,7",39.7,"31,8",31.8,"7,9",7.9,0,0,"7,1",7.1,"5,3",5.3,"3,2",3.2,"0,6",0.6,"1,3",1.3,0,0,"2,3",23,0,0,14,14,0,0,"1,4",1.4,"11,2",11.2,"0,18",0.18,"0,1",0.1,"1,3",1.3,"0,3",0.3,"7,5",7.5,0,0,"0,55",0.55,___,___,0,0,47,47,88,88,"1,1",1.1,"0,02",0.02,"0,6",0.6,39,39,11,11,592,592,"1,2",1.2,"0,51",0.51,"1,2",1.2
40314,Chufa,Chufa,1,1,443,443,"10,3",10.3,0,0,"6,1",6.1,"42,5",42.5,"27,8",27.8,"14,7",14.7,0,0,"17,4",17.4,"23,7",23.7,4,4,"16,5",16.5,"2,2",2.2,0,0,0,0,0,0,0,0,0,0,10,10,___,___,"0,23",0.23,"0,1",0.1,"1,1",1.1,"0,33",0.33,141,141,0,0,___,___,___,___,6,6,70,70,232,232,"3,4",3.4,0,0,"4,2",4.2,87,87,38,38,519,519,___,___,___,___,0,0
40315,Nueces de macadamia sin cascara,Shelled macadamia nuts,1,1,744,744,"6,2",6.2,0,0,"7,9",7.9,"4,8",4.8,"0,8",0.8,4,4,0,0,"5,3",5.3,"75,8",75.8,"6,4",6.4,"9,2",9.2,"40,2",40.2,0,0,0,0,0,0,0,0,0,0,"1,5",1.5,___,___,"0,28",0.28,"0,06",0.06,"1,6",1.6,"0,28",0.28,0,0,0,0,___,___,___,___,"1,2",1.2,47,47,200,200,"1,6",1.6,___,___,"1,1",1.1,100,100,280,280,300,300,___,___,___,___,7,7
40316,Nueces pecanas sin cascara,Shelled pecans,1,1,732,732,"2,9",2.9,0,0,"9,3",9.3,"2,9",2.9,"0,31",0.31,"2,6",2.6,0,0,"9,5",9.5,"73,8",73.8,"6,8",6.8,"41,7",41.7,"21,8",21.8,0,0,"0,9",0.9,"4,8",4.8,0,0,29,29,___,___,___,___,"0,53",0.53,"0,12",0.12,"1,2",1.2,"0,2",0.2,"17,7",17.7,0,0,___,___,___,___,0,0,"69,7",69.7,278,278,"2,6",2.6,2,2,"4,7",4.7,125,125,"0,67",0.67,409,409,___,___,___,___,"5,2",5.2
40317,Nuez con cascara,Walnut in shell,"0,45",0.45,649,649,"12,9",12.9,0,0,"14,4",14.4,"4,4",4.4,"0,24",0.24,"1,2",1.2,0,0,"5,8",5.8,"62,5",62.5,"6,8",6.8,"10,9",10.9,"41,7",41.7,0,0,"4,5",4.5,0,0,"27,2",27.2,0,0,"3,5",3.5,2,2,"0,34",0.34,"0,12",0.12,"3,6",3.6,"0,87",0.87,77,77,0,0,"1,4",1.4,19,19,"2,6",2.6,"87,1",87.1,409,409,"2,8",2.8,"2,1",2.1,"2,7",2.7,121,121,"2,4",2.4,544,544,2,2,"0,88",0.88,"5,5",5.5
40318,Nuez sin cascara,Shelled walnut,1,1,649,649,"12,9",12.9,0,0,"14,4",14.4,"4,4",4.4,"0,24",0.24,"1,2",1.2,0,0,"5,8",5.8,"62,5",62.5,"6,8",6.8,"10,9",10.9,"41,7",41.7,0,0,"4,5",4.5,0,0,"27,2",27.2,0,0,"3,5",3.5,2,2,"0,34",0.34,"0,12",0.12,"3,6",3.6,"0,87",0.87,77,77,0,0,"1,4",1.4,19,19,"2,6",2.6,"87,1",87.1,409,409,"2,8",2.8,"2,1",2.1,"2,7",2.7,121,121,"2,4",2.4,544,544,2,2,"0,88",0.88,"5,5",5.5
40319,Piñón con cascara,Shelled pine nut,"0,3",0.3,706,706,"2,7",2.7,0,0,14,14,"3,9",3.9,"0,1",0.1,"3,8",3.8,0,0,"8,5",8.5,"68,6",68.6,"4,6",4.6,"19,9",19.9,"41,2",41.2,0,0,"1,7",1.7,0,0,10,10,0,0,"13,7",13.7,2,2,"0,73",0.73,"0,19",0.19,"6,8",6.8,"0,11",0.11,58,58,0,0,"0,21",0.21,___,___,2,2,11,11,650,650,"5,6",5.6,___,___,"6,5",6.5,270,270,1,1,780,780,"7,9",7.9,"1,3",1.3,___,___
40320,Piñón sin cascara,Shelled pine nut,1,1,706,706,"2,7",2.7,0,0,14,14,"3,9",3.9,"0,1",0.1,"3,8",3.8,0,0,"8,5",8.5,"68,6",68.6,"4,6",4.6,"19,9",19.9,"41,2",41.2,0,0,"1,7",1.7,0,0,10,10,0,0,"13,7",13.7,2,2,"0,73",0.73,"0,19",0.19,"6,8",6.8,"0,11",0.11,58,58,0,0,"0,21",0.21,___,___,2,2,11,11,650,650,"5,6",5.6,___,___,"6,5",6.5,270,270,1,1,780,780,"7,9",7.9,"1,3",1.3,___,___
40321,Pipa de girasol pelada con sal,Sunflower seed peeled with salt,1,1,640,640,"0,9",0.9,0,0,"17,3",17.3,"9,1",9.1,"8,4",8.4,"0,74",0.74,0,0,"11,5",11.5,"56,8",56.8,6,6,"10,8",10.8,"37,5",37.5,0,0,0,0,0,0,0,0,0,0,"37,8",37.8,"2,7",2.7,"0,33",0.33,"0,29",0.29,"8,2",8.2,"0,81",0.81,238,238,0,0,"7,1",7.1,___,___,"1,4",1.4,57,57,1158,1158,"6,8",6.8,___,___,"5,3",5.3,129,129,613,613,491,491,"2,1",2.1,"1,8",1.8,"62,2",62.2
