Area,Item,Unit,Value,Sentence
French Guiana,"Hen eggs in shell, fresh",t,570.0,"The production of Hen eggs in shell, fresh in French Guiana is 570.0 t per year"
French Guiana,"Hen eggs in shell, fresh",1000 No,5000.0,"The production of Hen eggs in shell, fresh in French Guiana is 5000.0 1000 No per year"
French Guiana,Lemons and limes,t,1300.0,The production of Lemons and limes in French Guiana is 1300.0 t per year
French Guiana,Lettuce and chicory,t,0.0,The production of Lettuce and chicory in French Guiana is 0.0 t per year
French Guiana,Maize (corn),t,90.0,The production of Maize (corn) in French Guiana is 90.0 t per year
French Guiana,"Mangoes, guavas and mangosteens",t,158.0,"The production of Mangoes, guavas and mangosteens in French Guiana is 158.0 t per year"
French Guiana,"Meat of cattle with the bone, fresh or chilled",t,295.0,"The production of Meat of cattle with the bone, fresh or chilled in French Guiana is 295.0 t per year"
French Guiana,"Meat of chickens, fresh or chilled",t,357.0,"The production of Meat of chickens, fresh or chilled in French Guiana is 357.0 t per year"
French Guiana,"Meat of ducks, fresh or chilled",t,50.0,"The production of Meat of ducks, fresh or chilled in French Guiana is 50.0 t per year"
French Guiana,"Meat of goat, fresh or chilled",t,1.0,"The production of Meat of goat, fresh or chilled in French Guiana is 1.0 t per year"
French Guiana,"Meat of pig with the bone, fresh or chilled",t,453.0,"The production of Meat of pig with the bone, fresh or chilled in French Guiana is 453.0 t per year"
French Guiana,"Meat of sheep, fresh or chilled",t,3.0,"The production of Meat of sheep, fresh or chilled in French Guiana is 3.0 t per year"
French Guiana,Oranges,t,705.0,The production of Oranges in French Guiana is 705.0 t per year
French Guiana,"Other beans, green",t,1176.0,"The production of Other beans, green in French Guiana is 1176.0 t per year"
French Guiana,"Other citrus fruit, n.e.c.",t,0.0,"The production of Other citrus fruit, n.e.c. in French Guiana is 0.0 t per year"
French Guiana,"Other fruits, n.e.c.",t,140.0,"The production of Other fruits, n.e.c. in French Guiana is 140.0 t per year"
French Guiana,"Other tropical fruits, n.e.c.",t,2400.0,"The production of Other tropical fruits, n.e.c. in French Guiana is 2400.0 t per year"
French Guiana,"Other vegetables, fresh n.e.c.",t,7604.0,"The production of Other vegetables, fresh n.e.c. in French Guiana is 7604.0 t per year"
French Guiana,Papayas,t,394.0,The production of Papayas in French Guiana is 394.0 t per year
French Guiana,Pineapples,t,3564.0,The production of Pineapples in French Guiana is 3564.0 t per year
French Guiana,Plantains and cooking bananas,t,3200.0,The production of Plantains and cooking bananas in French Guiana is 3200.0 t per year
French Guiana,Pomelos and grapefruits,t,890.0,The production of Pomelos and grapefruits in French Guiana is 890.0 t per year
French Guiana,Raw hides and skins of cattle,t,41.0,The production of Raw hides and skins of cattle in French Guiana is 41.0 t per year
French Guiana,Raw hides and skins of goats or kids,t,0.0,The production of Raw hides and skins of goats or kids in French Guiana is 0.0 t per year
French Guiana,Raw hides and skins of sheep or lambs,t,1.0,The production of Raw hides and skins of sheep or lambs in French Guiana is 1.0 t per year
French Guiana,Raw milk of cattle,t,293.0,The production of Raw milk of cattle in French Guiana is 293.0 t per year
French Guiana,Rice,t,15073.0,The production of Rice in French Guiana is 15073.0 t per year
French Guiana,"Sheep fat, unrendered",t,0.0,"The production of Sheep fat, unrendered in French Guiana is 0.0 t per year"
French Guiana,Soya beans,t,0.0,The production of Soya beans in French Guiana is 0.0 t per year
French Guiana,Sugar cane,t,6967.0,The production of Sugar cane in French Guiana is 6967.0 t per year
French Guiana,"Tangerines, mandarins, clementines",t,175.0,"The production of Tangerines, mandarins, clementines in French Guiana is 175.0 t per year"
French Guiana,Taro,t,4000.0,The production of Taro in French Guiana is 4000.0 t per year
French Guiana,Tomatoes,t,3571.0,The production of Tomatoes in French Guiana is 3571.0 t per year
French Guiana,Watermelons,t,3629.0,The production of Watermelons in French Guiana is 3629.0 t per year
French Guiana,"Beef and Buffalo Meat, primary",t,295.0,"The production of Beef and Buffalo Meat, primary in French Guiana is 295.0 t per year"
French Guiana,"Cereals, primary",t,15163.0,"The production of Cereals, primary in French Guiana is 15163.0 t per year"
French Guiana,"Citrus Fruit, Total",t,3070.0,"The production of Citrus Fruit, Total in French Guiana is 3070.0 t per year"
French Guiana,Eggs Primary,t,570.0,The production of Eggs Primary in French Guiana is 570.0 t per year
French Guiana,Fruit Primary,t,21484.0,The production of Fruit Primary in French Guiana is 21484.0 t per year
French Guiana,"Meat, Poultry",t,407.0,"The production of Meat, Poultry in French Guiana is 407.0 t per year"
French Guiana,"Meat, Total",t,1159.0,"The production of Meat, Total in French Guiana is 1159.0 t per year"
French Guiana,"Milk, Total",t,293.0,"The production of Milk, Total in French Guiana is 293.0 t per year"
French Guiana,"Oilcrops, Cake Equivalent",t,20.0,"The production of Oilcrops, Cake Equivalent in French Guiana is 20.0 t per year"
French Guiana,"Oilcrops, Oil Equivalent",t,32.37,"The production of Oilcrops, Oil Equivalent in French Guiana is 32.37 t per year"
French Guiana,"Roots and Tubers, Total",t,33509.0,"The production of Roots and Tubers, Total in French Guiana is 33509.0 t per year"
French Guiana,Sheep and Goat Meat,t,4.0,The production of Sheep and Goat Meat in French Guiana is 4.0 t per year
French Guiana,Sugar Crops Primary,t,6967.0,The production of Sugar Crops Primary in French Guiana is 6967.0 t per year
French Guiana,Vegetables Primary,t,16718.0,The production of Vegetables Primary in French Guiana is 16718.0 t per year
French Polynesia,Avocados,t,114.51,The production of Avocados in French Polynesia is 114.51 t per year
French Polynesia,Bananas,t,210.86,The production of Bananas in French Polynesia is 210.86 t per year
French Polynesia,"Beer of barley, malted",t,22122.43,"The production of Beer of barley, malted in French Polynesia is 22122.43 t per year"
French Polynesia,"Buttermilk, dry",t,27.21,"The production of Buttermilk, dry in French Polynesia is 27.21 t per year"
French Polynesia,Cabbages,t,1286.93,The production of Cabbages in French Polynesia is 1286.93 t per year
French Polynesia,Cantaloupes and other melons,t,195.48,The production of Cantaloupes and other melons in French Polynesia is 195.48 t per year
French Polynesia,Carrots and turnips,t,198.77,The production of Carrots and turnips in French Polynesia is 198.77 t per year
French Polynesia,"Cassava, fresh",t,3739.87,"The production of Cassava, fresh in French Polynesia is 3739.87 t per year"
French Polynesia,"Cattle fat, unrendered",t,5.21,"The production of Cattle fat, unrendered in French Polynesia is 5.21 t per year"
French Polynesia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,176.08,"The production of Chillies and peppers, green (Capsicum spp. and Pimenta spp.) in French Polynesia is 176.08 t per year"
French Polynesia,Coconut oil,t,6056.25,The production of Coconut oil in French Polynesia is 6056.25 t per year
French Polynesia,"Coconuts, in shell",t,83892.94,"The production of Coconuts, in shell in French Polynesia is 83892.94 t per year"
French Polynesia,"Coffee, green",t,21.44,"The production of Coffee, green in French Polynesia is 21.44 t per year"
French Polynesia,Cucumbers and gherkins,t,628.36,The production of Cucumbers and gherkins in French Polynesia is 628.36 t per year
French Polynesia,"Edible offal of cattle, fresh, chilled or frozen",t,19.62,"The production of Edible offal of cattle, fresh, chilled or frozen in French Polynesia is 19.62 t per year"
French Polynesia,"Edible offal of goat, fresh, chilled or frozen",t,14.36,"The production of Edible offal of goat, fresh, chilled or frozen in French Polynesia is 14.36 t per year"
French Polynesia,"Edible offal of pigs, fresh, chilled or frozen",t,49.72,"The production of Edible offal of pigs, fresh, chilled or frozen in French Polynesia is 49.72 t per year"
French Polynesia,"Edible offal of sheep, fresh, chilled or frozen",t,0.61,"The production of Edible offal of sheep, fresh, chilled or frozen in French Polynesia is 0.61 t per year"
French Polynesia,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",t,5855.8,"The production of Edible roots and tubers with high starch or inulin content, n.e.c., fresh in French Polynesia is 5855.8 t per year"
French Polynesia,"Eggs from other birds in shell, fresh, n.e.c.",t,88.0,"The production of Eggs from other birds in shell, fresh, n.e.c. in French Polynesia is 88.0 t per year"
French Polynesia,"Eggs from other birds in shell, fresh, n.e.c.",1000 No,1600.0,"The production of Eggs from other birds in shell, fresh, n.e.c. in French Polynesia is 1600.0 1000 No per year"
French Polynesia,Fat of pigs,t,32.37,The production of Fat of pigs in French Polynesia is 32.37 t per year
French Polynesia,"Goat fat, unrendered",t,1.89,"The production of Goat fat, unrendered in French Polynesia is 1.89 t per year"
French Polynesia,"Hen eggs in shell, fresh",t,4002.48,"The production of Hen eggs in shell, fresh in French Polynesia is 4002.48 t per year"
French Polynesia,"Hen eggs in shell, fresh",1000 No,75518.0,"The production of Hen eggs in shell, fresh in French Polynesia is 75518.0 1000 No per year"
French Polynesia,Lettuce and chicory,t,258.36,The production of Lettuce and chicory in French Polynesia is 258.36 t per year
French Polynesia,"Meat of cattle with the bone, fresh or chilled",t,144.08,"The production of Meat of cattle with the bone, fresh or chilled in French Polynesia is 144.08 t per year"
French Polynesia,"Meat of chickens, fresh or chilled",t,584.68,"The production of Meat of chickens, fresh or chilled in French Polynesia is 584.68 t per year"
French Polynesia,"Meat of ducks, fresh or chilled",t,31.88,"The production of Meat of ducks, fresh or chilled in French Polynesia is 31.88 t per year"
French Polynesia,"Meat of goat, fresh or chilled",t,71.02,"The production of Meat of goat, fresh or chilled in French Polynesia is 71.02 t per year"
French Polynesia,"Meat of pig with the bone, fresh or chilled",t,820.89,"The production of Meat of pig with the bone, fresh or chilled in French Polynesia is 820.89 t per year"
French Polynesia,"Meat of sheep, fresh or chilled",t,3.01,"The production of Meat of sheep, fresh or chilled in French Polynesia is 3.01 t per year"
French Polynesia,Natural honey,t,125.81,The production of Natural honey in French Polynesia is 125.81 t per year
French Polynesia,"Onions and shallots, green",t,32.46,"The production of Onions and shallots, green in French Polynesia is 32.46 t per year"
French Polynesia,Oranges,t,479.24,The production of Oranges in French Polynesia is 479.24 t per year
French Polynesia,"Other citrus fruit, n.e.c.",t,594.39,"The production of Other citrus fruit, n.e.c. in French Polynesia is 594.39 t per year"
French Polynesia,"Other fruits, n.e.c.",t,7303.38,"The production of Other fruits, n.e.c. in French Polynesia is 7303.38 t per year"
French Polynesia,"Other tropical fruits, n.e.c.",t,2146.18,"The production of Other tropical fruits, n.e.c. in French Polynesia is 2146.18 t per year"
French Polynesia,"Other vegetables, fresh n.e.c.",t,811.74,"The production of Other vegetables, fresh n.e.c. in French Polynesia is 811.74 t per year"
French Polynesia,Pineapples,t,4449.66,The production of Pineapples in French Polynesia is 4449.66 t per year
French Polynesia,Pomelos and grapefruits,t,467.53,The production of Pomelos and grapefruits in French Polynesia is 467.53 t per year
French Polynesia,Potatoes,t,540.48,The production of Potatoes in French Polynesia is 540.48 t per year
French Polynesia,"Pumpkins, squash and gourds",t,120.31,"The production of Pumpkins, squash and gourds in French Polynesia is 120.31 t per year"
French Polynesia,Raw hides and skins of cattle,t,22.07,The production of Raw hides and skins of cattle in French Polynesia is 22.07 t per year
French Polynesia,Raw hides and skins of goats or kids,t,11.99,The production of Raw hides and skins of goats or kids in French Polynesia is 11.99 t per year
French Polynesia,Raw hides and skins of sheep or lambs,t,0.51,The production of Raw hides and skins of sheep or lambs in French Polynesia is 0.51 t per year
French Polynesia,Raw milk of cattle,t,846.52,The production of Raw milk of cattle in French Polynesia is 846.52 t per year
French Polynesia,"Sheep fat, unrendered",t,0.08,"The production of Sheep fat, unrendered in French Polynesia is 0.08 t per year"
